transaction_ID,Customer ID,Transaction_Date,transaction_amount,product_service type,transaction_fees,Operational expenses
TRANS00364,CUST0191,2023-01-21,5937.05,Mortgage,35.38,326.55
TRANS00365,CUST0322,2023-05-03,8585.93,Personal loan,30.93,25.86
TRANS00366,CUST0862,2023-06-08,1425.42,Insurance,183.16,378.2
TRANS00367,CUST0461,2023-05-28,5061.12,Investment,78.56,413.07
TRANS00368,CUST0634,2023-01-05,996.48,Insurance,171.37,398.09
TRANS00369,CUST0054,2023-04-02,3702.27,Mortgage,157.94,451.1
TRANS00370,CUST0886,2023-06-08,204.86,Mortgage,36.48,375.86
TRANS00371,CUST0367,2023-02-09,2464.92,Personal loan,97.47,194.51
TRANS00372,CUST0974,2023-06-13,9643.6,Investment,168.7,35.76
TRANS00373,CUST0009,2023-02-24,9820.35,Personal loan,114.79,320.67
TRANS00374,CUST0496,2023-05-01,6873.2,Investment,186.95,476.97
TRANS00375,CUST0139,2023-07-30,7596.34,Investment,90.0,263.56
TRANS00376,CUST0199,2023-06-14,1489.67,Insurance,50.04,150.31
TRANS00377,CUST0834,2023-01-12,1676.3,Investment,52.67,481.59
TRANS00378,CUST0393,2023-06-23,5706.94,Investment,151.93,426.37
TRANS00379,CUST0986,2023-01-05,5701.54,Mortgage,32.27,278.11
TRANS00380,CUST0575,2023-04-26,8734.73,Personal loan,142.2,58.13
TRANS00381,CUST0517,2023-06-24,1547.37,Personal loan,37.18,403.0
TRANS00382,CUST0668,2023-09-06,7346.84,Mortgage,149.29,234.38
TRANS00383,CUST0506,2023-03-01,9397.84,Insurance,142.26,271.02
TRANS00384,CUST0418,2023-06-13,500.16,Personal loan,90.69,137.45
TRANS00385,CUST0701,2023-06-07,7638.58,Mortgage,20.28,402.69
TRANS00386,CUST0503,2023-01-07,2394.32,Insurance,30.14,107.69
TRANS00387,CUST0425,2023-02-20,2717.14,Mortgage,120.51,469.44
TRANS00388,CUST0727,2023-03-18,2416.78,Personal loan,100.6,431.61
TRANS00389,CUST0860,2023-05-18,6719.0,Personal loan,122.85,129.6
TRANS00390,CUST0454,2023-01-25,5227.06,Investment,40.05,364.34
TRANS00391,CUST0500,2023-05-23,7935.46,Mortgage,37.91,105.17
TRANS00392,CUST0171,2023-07-15,3942.12,Investment,36.84,490.1
TRANS00393,CUST0084,2023-05-22,9187.23,Mortgage,56.56,147.57
TRANS00394,CUST0578,2023-01-11,8827.36,Personal loan,12.37,153.19
TRANS00395,CUST0031,2023-01-28,495.06,Mortgage,167.9,376.69
TRANS00396,CUST0814,2023-05-26,6520.4,Mortgage,89.13,372.0
TRANS00397,CUST0779,2023-03-19,1121.93,Insurance,155.43,460.38
TRANS00398,CUST0225,2023-09-22,9687.57,Insurance,99.26,454.95
TRANS00399,CUST0299,2023-01-02,6372.31,Insurance,36.62,83.62
TRANS00400,CUST0033,2023-01-27,2807.6,Investment,110.22,165.33
TRANS00401,CUST0281,2023-06-21,7444.91,Mortgage,190.27,119.71
TRANS00402,CUST0230,2023-03-31,5828.45,Personal loan,99.34,137.09
TRANS00403,CUST0550,2023-09-21,5744.59,Mortgage,147.29,385.61
TRANS00404,CUST0295,2023-09-04,3828.93,Mortgage,94.35,249.1
TRANS00405,CUST0172,2023-02-05,3847.33,Insurance,132.52,67.17
TRANS00406,CUST0799,2023-06-14,5918.02,Investment,12.51,443.19
TRANS00407,CUST0468,2023-07-13,8992.44,Personal loan,31.14,44.52
TRANS00408,CUST0579,2023-02-06,870.59,Personal loan,21.4,399.21
TRANS00409,CUST0760,2023-05-03,2590.71,Insurance,132.07,55.07
TRANS00410,CUST0791,2023-06-14,9729.47,Personal loan,124.79,249.58
TRANS00411,CUST0784,2023-01-21,2306.7,Mortgage,42.98,232.11
TRANS00412,CUST0507,2023-05-15,4117.84,Mortgage,40.47,248.5
TRANS00413,CUST0562,2023-07-24,8190.64,Insurance,85.31,67.94
TRANS00414,CUST0523,2023-06-20,3515.82,Investment,90.49,302.9
TRANS00415,CUST0115,2023-08-11,7947.31,Mortgage,190.17,307.18
TRANS00416,CUST0586,2023-01-25,8883.0,Investment,96.32,163.98
TRANS00417,CUST0116,2023-05-26,165.32,Investment,145.17,24.61
TRANS00418,CUST0274,2023-02-20,8832.14,Personal loan,59.03,226.28
TRANS00419,CUST0793,2023-03-11,4455.0,Mortgage,118.69,454.39
TRANS00420,CUST0556,2023-04-10,2376.91,Personal loan,68.15,365.59
TRANS00421,CUST0843,2023-04-28,5193.96,Insurance,53.19,232.47
TRANS00422,CUST0375,2023-01-30,2880.01,Mortgage,186.98,328.46
TRANS00423,CUST0555,2023-03-23,1587.38,Insurance,61.65,302.69
TRANS00424,CUST0842,2023-04-06,1657.84,Personal loan,27.47,324.77
TRANS00425,CUST0774,2023-08-18,6060.0,Personal loan,81.74,382.66
TRANS00426,CUST0042,2023-05-07,8187.86,Personal loan,190.7,496.27
TRANS00427,CUST0778,2023-04-30,6644.99,Mortgage,151.2,140.84
TRANS00428,CUST0736,2023-06-21,4204.68,Personal loan,86.08,215.44
TRANS00429,CUST0451,2023-08-09,3369.23,Insurance,20.64,149.96
TRANS00430,CUST0559,2023-04-14,1222.05,Investment,84.54,322.94
TRANS00431,CUST0223,2023-01-22,6784.77,Mortgage,166.28,177.75
TRANS00432,CUST0435,2023-05-26,4842.31,Insurance,195.44,251.97
TRANS00433,CUST0104,2023-04-13,5948.83,Mortgage,124.97,156.2
TRANS00434,CUST0753,2023-05-22,6507.87,Personal loan,24.67,329.73
TRANS00435,CUST0849,2023-03-25,4167.9,Mortgage,141.56,146.82
TRANS00436,CUST0669,2023-02-07,2512.34,Personal loan,100.71,275.45
TRANS00437,CUST0769,2023-09-22,1366.06,Insurance,134.01,183.75
TRANS00438,CUST0253,2023-05-05,5964.24,Insurance,86.97,345.36
TRANS00439,CUST0304,2023-07-01,1433.77,Investment,82.29,261.47
TRANS00440,CUST0895,2023-08-15,5175.16,Personal loan,20.39,320.44
TRANS00441,CUST0033,2023-01-22,8918.9,Investment,80.58,73.51
TRANS00442,CUST0460,2023-05-05,1553.96,Insurance,90.6,383.17
TRANS00443,CUST0269,2023-06-28,1746.78,Personal loan,61.28,107.45
TRANS00444,CUST0356,2023-02-17,9232.22,Investment,29.84,23.13
TRANS00445,CUST0882,2023-08-11,5214.74,Mortgage,78.91,448.82
TRANS00446,CUST0836,2023-02-01,4114.02,Mortgage,157.97,264.58
TRANS00447,CUST0089,2023-09-07,9695.51,Insurance,73.74,257.98
TRANS00448,CUST0449,2023-07-23,6412.46,Insurance,55.51,105.82
TRANS00449,CUST0886,2023-09-05,8797.24,Investment,40.92,385.01
TRANS00450,CUST0120,2023-08-12,7306.95,Investment,30.23,343.03
TRANS00451,CUST0794,2023-07-26,8230.9,Investment,50.26,65.39
TRANS00452,CUST0831,2023-06-04,9477.81,Personal loan,12.09,433.77
TRANS00453,CUST0242,2023-06-18,2244.27,Mortgage,182.84,184.37
TRANS00454,CUST0214,2023-04-27,6104.61,Personal loan,45.67,349.74
TRANS00455,CUST0830,2023-06-07,4766.99,Personal loan,48.33,414.83
TRANS00456,CUST0755,2023-08-14,4868.52,Investment,186.55,112.93
TRANS00457,CUST0602,2023-03-25,2271.7,Mortgage,55.66,72.18
TRANS00458,CUST0705,2023-06-16,4166.59,Investment,26.16,131.27
TRANS00459,CUST0359,2023-05-09,1512.85,Mortgage,118.32,167.46
TRANS00460,CUST0881,2023-05-31,5868.2,Mortgage,18.53,166.58
TRANS00461,CUST0727,2023-02-17,7698.15,Investment,197.43,387.88
TRANS00462,CUST0624,2023-08-04,6269.8,Insurance,101.92,246.5
TRANS00463,CUST0647,2023-04-02,5156.97,Personal loan,19.13,348.68
TRANS00464,CUST0438,2023-03-17,1760.44,Mortgage,27.71,465.22
TRANS00465,CUST0169,2023-05-06,6887.35,Investment,68.63,120.94
TRANS00466,CUST0630,2023-08-24,9231.28,Personal loan,196.3,342.51
TRANS00467,CUST0142,2023-07-12,6005.68,Personal loan,152.82,175.41
TRANS00468,CUST0803,2023-04-13,781.54,Investment,192.16,112.11
TRANS00469,CUST0211,2023-09-01,3844.29,Insurance,105.04,210.2
TRANS00470,CUST0833,2023-09-18,1408.91,Insurance,69.75,102.45
TRANS00471,CUST0211,2023-08-06,263.97,Investment,84.22,95.81
TRANS00472,CUST0824,2023-06-28,5274.84,Insurance,77.61,338.04
TRANS00473,CUST0060,2023-06-03,9102.46,Personal loan,34.61,176.33
TRANS00474,CUST0583,2023-08-01,6875.24,Investment,138.19,267.9
TRANS00475,CUST0359,2023-01-03,8282.49,Mortgage,72.95,247.41
TRANS00476,CUST0545,2023-05-26,6094.56,Investment,180.34,305.71
TRANS00477,CUST0287,2023-07-02,1856.48,Insurance,105.68,220.12
TRANS00478,CUST0611,2023-01-20,9025.92,Personal loan,105.41,368.7
TRANS00479,CUST0551,2023-03-14,6038.16,Personal loan,157.26,129.79
TRANS00480,CUST0172,2023-04-05,8789.75,Mortgage,14.5,146.17
TRANS00481,CUST0331,2023-07-05,5361.16,Investment,161.25,468.48
TRANS00482,CUST0720,2023-07-04,7548.59,Insurance,100.62,420.53
TRANS00483,CUST0299,2023-02-04,1022.58,Mortgage,175.07,197.98
TRANS00484,CUST0296,2023-07-30,6627.99,Investment,17.11,166.99
TRANS00485,CUST0586,2023-04-14,9029.65,Insurance,40.63,368.82
TRANS00486,CUST0273,2023-04-05,5438.93,Insurance,139.65,418.03
TRANS00487,CUST0975,2023-01-03,111.88,Personal loan,24.96,171.37
TRANS00488,CUST0878,2023-09-07,9383.57,Personal loan,128.93,167.85
TRANS00489,CUST0526,2023-02-08,6817.74,Personal loan,191.04,290.38
TRANS00490,CUST0921,2023-08-07,4371.82,Insurance,54.0,386.09
TRANS00491,CUST0695,2023-03-14,4264.77,Investment,50.97,22.72
TRANS00492,CUST0834,2023-03-05,8760.76,Investment,139.48,471.19
TRANS00493,CUST0097,2023-01-10,7006.66,Investment,36.76,46.55
TRANS00494,CUST0138,2023-08-23,4346.67,Mortgage,146.53,216.22
TRANS00495,CUST0985,2023-05-20,9390.37,Mortgage,198.75,329.98
TRANS00496,CUST0768,2023-06-17,4873.02,Personal loan,105.31,87.17
TRANS00497,CUST0804,2023-07-09,7709.85,Personal loan,198.53,239.31
TRANS00498,CUST0421,2023-04-04,3570.13,Investment,125.66,151.62
TRANS00499,CUST0940,2023-03-26,8065.75,Personal loan,109.42,412.9
TRANS00500,CUST0060,2023-03-15,9087.8,Investment,156.04,117.06
TRANS00501,CUST0283,2023-02-25,8388.19,Investment,95.02,337.79
TRANS00502,CUST0887,2023-08-23,5803.6,Mortgage,34.93,142.85
TRANS00503,CUST0671,2023-07-06,4312.35,Investment,65.26,419.62
TRANS00504,CUST0129,2023-03-24,2619.73,Personal loan,128.46,31.37
TRANS00505,CUST0718,2023-02-21,7682.0,Investment,188.63,225.2
TRANS00506,CUST0886,2023-03-23,9109.85,Personal loan,17.6,203.56
TRANS00507,CUST0135,2023-08-08,929.79,Investment,145.42,287.87
TRANS00508,CUST0255,2023-06-07,6023.09,Insurance,139.75,374.73
TRANS00509,CUST0149,2023-04-23,5482.94,Mortgage,55.43,402.79
TRANS00510,CUST0728,2023-04-11,2652.27,Mortgage,199.43,316.43
TRANS00511,CUST0329,2023-01-16,154.15,Investment,125.31,231.25
TRANS00512,CUST0848,2023-03-14,7462.09,Personal loan,192.02,151.5
TRANS00513,CUST0253,2023-08-06,170.43,Investment,117.71,55.72
TRANS00514,CUST0779,2023-02-21,5273.15,Mortgage,198.94,97.0
TRANS00515,CUST0863,2023-05-06,5245.64,Personal loan,28.51,366.97
TRANS00516,CUST0692,2023-04-04,3812.8,Insurance,12.84,471.92
TRANS00517,CUST0402,2023-03-05,2133.65,Insurance,155.6,304.61
TRANS00518,CUST0501,2023-06-03,8062.44,Personal loan,68.81,476.98
TRANS00519,CUST0145,2023-06-28,4147.57,Investment,174.83,474.42
TRANS00520,CUST0591,2023-05-27,1155.17,Mortgage,161.5,394.99
TRANS00521,CUST0647,2023-08-28,4318.11,Personal loan,180.08,207.23
TRANS00522,CUST0275,2023-08-19,5895.16,Investment,104.79,480.67
TRANS00523,CUST0642,2023-09-11,2686.9,Personal loan,96.41,359.11
TRANS00524,CUST0424,2023-03-14,5407.44,Personal loan,42.25,139.93
TRANS00525,CUST0384,2023-04-11,5690.24,Mortgage,66.17,493.73
TRANS00526,CUST0462,2023-03-06,6157.62,Insurance,22.95,301.33
TRANS00527,CUST0077,2023-06-20,9918.81,Insurance,119.54,48.47
TRANS00528,CUST0648,2023-07-03,4034.8,Insurance,77.14,46.93
TRANS00529,CUST0813,2023-04-02,2116.57,Insurance,23.52,184.49
TRANS00530,CUST0901,2023-08-30,5565.84,Mortgage,145.02,278.19
TRANS00531,CUST0787,2023-03-03,5619.87,Investment,97.54,230.3
TRANS00532,CUST0095,2023-03-28,1869.32,Personal loan,197.37,156.43
TRANS00533,CUST0412,2023-07-27,5635.03,Mortgage,195.91,246.48
TRANS00534,CUST0527,2023-05-12,4889.23,Insurance,155.0,442.81
TRANS00535,CUST0767,2023-09-11,9886.23,Insurance,93.99,55.51
TRANS00536,CUST0284,2023-02-24,5818.75,Mortgage,185.59,489.05
TRANS00537,CUST0711,2023-01-19,7764.53,Personal loan,188.57,371.58
TRANS00538,CUST0958,2023-02-23,4041.48,Mortgage,194.62,415.67
TRANS00539,CUST0898,2023-04-03,1466.88,Personal loan,102.77,439.5
TRANS00540,CUST0377,2023-03-12,8651.92,Mortgage,79.06,303.11
TRANS00541,CUST0465,2023-01-09,1278.95,Investment,64.46,295.56
TRANS00542,CUST0973,2023-08-12,2374.74,Insurance,87.72,289.68
TRANS00543,CUST0499,2023-02-06,7852.78,Investment,127.74,230.37
TRANS00544,CUST0335,2023-04-08,9497.53,Mortgage,139.31,177.36
TRANS00545,CUST0595,2023-01-01,1092.76,Investment,93.76,282.36
TRANS00546,CUST0002,2023-01-26,5132.6,Personal loan,107.37,337.13
TRANS00547,CUST0889,2023-06-14,7882.2,Mortgage,128.68,287.2
TRANS00548,CUST0792,2023-08-28,8028.45,Personal loan,69.59,412.31
TRANS00549,CUST0867,2023-03-15,6178.85,Investment,25.86,350.99
TRANS00550,CUST0750,2023-03-30,6877.19,Insurance,88.51,87.42
TRANS00551,CUST0095,2023-03-10,615.32,Mortgage,95.52,389.55
TRANS00552,CUST0748,2023-07-20,3952.13,Personal loan,176.71,437.95
TRANS00553,CUST0995,2023-04-19,6395.18,Investment,198.34,355.64
TRANS00554,CUST0469,2023-04-24,8063.26,Mortgage,18.11,374.75
TRANS00555,CUST0650,2023-02-23,8250.23,Insurance,195.71,479.46
TRANS00556,CUST0680,2023-03-24,4769.52,Mortgage,20.84,193.39
TRANS00557,CUST0714,2023-04-26,6042.43,Insurance,160.21,390.9
TRANS00558,CUST0366,2023-07-12,972.59,Investment,142.95,378.69
TRANS00559,CUST0870,2023-09-14,2704.61,Personal loan,116.55,123.11
TRANS00560,CUST0064,2023-01-28,3771.27,Mortgage,39.37,174.21
TRANS00561,CUST0814,2023-08-23,6129.39,Mortgage,30.01,129.29
TRANS00562,CUST0547,2023-08-18,7272.5,Personal loan,81.41,193.86
TRANS00563,CUST0407,2023-07-23,9313.78,Mortgage,118.33,115.51
TRANS00564,CUST0223,2023-02-28,4066.38,Mortgage,172.23,486.29
TRANS00565,CUST0991,2023-08-25,6596.13,Mortgage,52.38,144.33
TRANS00566,CUST0439,2023-01-04,2936.05,Mortgage,176.09,309.74
TRANS00567,CUST0844,2023-09-19,9638.95,Personal loan,137.14,467.69
TRANS00568,CUST0216,2023-07-07,668.88,Investment,76.3,87.33
TRANS00569,CUST0506,2023-05-09,7758.72,Mortgage,99.01,328.28
TRANS00570,CUST0274,2023-05-05,1835.18,Personal loan,111.67,225.12
TRANS00571,CUST0330,2023-02-02,4994.25,Investment,165.48,406.91
TRANS00572,CUST0848,2023-05-08,206.03,Personal loan,30.73,403.09
TRANS00573,CUST0290,2023-04-15,8520.62,Insurance,44.25,419.2
TRANS00574,CUST0345,2023-05-13,9314.51,Investment,30.59,48.94
TRANS00575,CUST0560,2023-02-19,5229.72,Investment,192.31,495.03
TRANS00576,CUST0591,2023-06-01,2027.99,Insurance,85.42,199.27
TRANS00577,CUST0133,2023-01-23,7861.2,Investment,92.29,291.54
TRANS00578,CUST0579,2023-06-21,5154.42,Investment,86.29,497.91
TRANS00579,CUST0872,2023-05-06,7014.65,Insurance,22.25,480.7
TRANS00580,CUST0496,2023-06-19,6190.38,Personal loan,75.06,439.08
TRANS00581,CUST0807,2023-08-09,6772.84,Mortgage,124.83,176.99
TRANS00582,CUST0351,2023-08-25,3661.43,Investment,50.4,278.63
TRANS00583,CUST0915,2023-08-30,6584.69,Personal loan,150.84,155.67
TRANS00584,CUST0698,2023-01-27,9758.89,Personal loan,31.72,180.2
TRANS00585,CUST0780,2023-03-20,959.74,Insurance,96.37,52.21
TRANS00586,CUST0049,2023-08-03,2831.78,Personal loan,113.57,56.27
TRANS00587,CUST0047,2023-03-27,4054.39,Insurance,190.22,64.23
TRANS00588,CUST0101,2023-02-18,6729.65,Personal loan,37.65,287.98
TRANS00589,CUST0641,2023-01-12,4113.96,Mortgage,50.56,73.92
TRANS00590,CUST0802,2023-01-02,2083.07,Personal loan,117.96,95.95
TRANS00591,CUST0856,2023-06-02,252.13,Personal loan,197.68,266.48
TRANS00592,CUST0470,2023-04-21,7065.86,Personal loan,157.1,428.71
TRANS00593,CUST0016,2023-04-06,9199.86,Insurance,21.86,295.48
TRANS00594,CUST0127,2023-03-24,5540.97,Investment,163.62,244.85
TRANS00595,CUST0951,2023-09-19,7288.77,Insurance,160.02,332.08
TRANS00596,CUST0878,2023-03-02,5635.23,Mortgage,195.93,111.63
TRANS00597,CUST0161,2023-03-13,5871.03,Insurance,50.55,55.08
TRANS00598,CUST0451,2023-06-17,3540.0,Investment,50.18,348.3
TRANS00599,CUST0467,2023-08-31,8173.6,Mortgage,14.36,412.52
TRANS00600,CUST0000,2023-02-28,2340.33,Investment,154.14,243.54
TRANS00601,CUST0981,2023-02-19,9634.27,Investment,90.35,446.89
TRANS00602,CUST0438,2023-07-11,4602.11,Mortgage,57.89,497.29
TRANS00603,CUST0207,2023-06-24,4099.17,Investment,43.46,93.06
TRANS00604,CUST0705,2023-07-01,146.05,Insurance,36.93,178.61
TRANS00605,CUST0931,2023-07-01,1832.84,Investment,62.04,107.2
TRANS00606,CUST0135,2023-03-26,5111.76,Personal loan,25.52,296.11
TRANS00607,CUST0903,2023-03-21,5630.44,Insurance,176.02,237.94
TRANS00608,CUST0665,2023-01-30,5081.37,Investment,95.77,394.93
TRANS00609,CUST0309,2023-06-10,3465.66,Personal loan,89.75,374.94
TRANS00610,CUST0162,2023-07-16,1258.39,Insurance,50.68,475.28
TRANS00611,CUST0895,2023-01-14,5181.54,Mortgage,179.68,446.91
TRANS00612,CUST0955,2023-06-04,2651.16,Insurance,44.97,212.7
TRANS00613,CUST0897,2023-06-06,5425.24,Mortgage,20.21,161.03
TRANS00614,CUST0280,2023-04-27,7954.55,Insurance,180.04,319.37
TRANS00615,CUST0095,2023-07-05,2576.4,Personal loan,91.42,207.17
TRANS00616,CUST0670,2023-01-11,4483.41,Mortgage,193.04,24.1
TRANS00617,CUST0369,2023-06-22,3833.09,Insurance,66.41,174.74
TRANS00618,CUST0256,2023-01-02,4887.94,Mortgage,47.74,92.24
TRANS00619,CUST0084,2023-03-22,2508.41,Investment,188.97,430.68
TRANS00620,CUST0380,2023-08-05,3462.64,Insurance,101.51,300.5
TRANS00621,CUST0680,2023-05-21,7778.43,Insurance,111.75,388.53
TRANS00622,CUST0925,2023-01-21,6847.79,Personal loan,158.93,275.53
TRANS00623,CUST0664,2023-04-03,8975.59,Personal loan,193.46,333.73
TRANS00624,CUST0169,2023-05-27,8634.03,Personal loan,92.99,116.16
TRANS00625,CUST0053,2023-01-14,4871.5,Mortgage,183.39,414.33
TRANS00626,CUST0405,2023-05-11,2652.42,Insurance,118.36,464.17
TRANS00627,CUST0640,2023-08-27,3888.47,Mortgage,166.37,448.76
TRANS00628,CUST0312,2023-05-02,7907.69,Insurance,116.57,363.15
TRANS00629,CUST0743,2023-03-07,2281.78,Personal loan,179.82,296.89
TRANS00630,CUST0716,2023-08-31,7041.64,Mortgage,47.73,110.65
TRANS00631,CUST0773,2023-07-15,8021.6,Investment,147.32,91.18
TRANS00632,CUST0239,2023-04-29,4183.02,Investment,119.91,168.07
TRANS00633,CUST0439,2023-02-22,3595.65,Insurance,37.48,68.43
TRANS00634,CUST0671,2023-09-02,5402.95,Mortgage,136.17,276.04
TRANS00635,CUST0093,2023-04-22,7038.1,Mortgage,166.47,473.36
TRANS00636,CUST0720,2023-02-02,2707.16,Insurance,149.53,38.94
TRANS00637,CUST0097,2023-01-15,2944.17,Insurance,166.79,81.12
TRANS00638,CUST0001,2023-09-06,4049.41,Personal loan,149.29,187.29
TRANS00639,CUST0218,2023-07-03,7513.0,Insurance,12.7,53.25
TRANS00640,CUST0488,2023-04-26,3485.73,Personal loan,180.34,437.87
TRANS00641,CUST0079,2023-01-21,5590.06,Mortgage,187.43,465.66
TRANS00642,CUST0135,2023-02-21,1867.01,Investment,104.89,335.92
TRANS00643,CUST0607,2023-07-12,3207.34,Investment,70.12,116.82
TRANS00644,CUST0231,2023-04-15,2263.8,Personal loan,160.48,98.38
TRANS00645,CUST0531,2023-01-08,5779.75,Insurance,138.05,495.68
TRANS00646,CUST0696,2023-09-20,1909.57,Insurance,59.93,131.83
TRANS00647,CUST0455,2023-09-09,7486.95,Investment,147.23,461.54
TRANS00648,CUST0009,2023-06-18,9309.53,Investment,197.77,390.73
TRANS00649,CUST0008,2023-07-03,1982.66,Personal loan,189.23,33.1
TRANS00650,CUST0712,2023-05-23,7397.41,Personal loan,172.88,441.27
TRANS00651,CUST0351,2023-07-16,2425.13,Mortgage,130.52,473.31
TRANS00652,CUST0836,2023-03-06,2496.36,Investment,131.39,79.09
TRANS00653,CUST0123,2023-06-16,2727.51,Insurance,119.89,475.05
TRANS00654,CUST0880,2023-06-26,2369.15,Mortgage,16.93,32.2
TRANS00655,CUST0432,2023-06-13,8365.91,Personal loan,151.68,436.42
TRANS00656,CUST0710,2023-02-23,8379.71,Personal loan,45.65,430.01
TRANS00657,CUST0135,2023-05-25,3624.67,Mortgage,142.32,120.12
TRANS00658,CUST0489,2023-08-10,7811.49,Investment,157.13,43.62
TRANS00659,CUST0072,2023-01-01,1286.8,Mortgage,124.18,230.5
TRANS00660,CUST0234,2023-06-16,877.03,Insurance,51.07,115.35
TRANS00661,CUST0392,2023-03-04,9562.22,Mortgage,49.85,390.07
TRANS00662,CUST0091,2023-01-06,4977.38,Investment,46.32,303.3
TRANS00663,CUST0748,2023-01-16,165.57,Personal loan,139.13,79.83
TRANS00664,CUST0825,2023-04-06,8585.18,Personal loan,191.47,485.24
TRANS00665,CUST0104,2023-06-07,9584.13,Personal loan,80.35,263.22
TRANS00666,CUST0105,2023-03-16,8495.3,Personal loan,79.12,297.59
TRANS00667,CUST0320,2023-07-17,3774.85,Mortgage,67.37,267.92
TRANS00668,CUST0376,2023-09-15,3222.63,Personal loan,68.32,98.18
TRANS00669,CUST0902,2023-05-19,8991.4,Insurance,165.62,120.63
TRANS00670,CUST0306,2023-09-04,8821.77,Personal loan,33.7,471.53
TRANS00671,CUST0140,2023-06-06,5787.74,Mortgage,104.83,375.51
TRANS00672,CUST0391,2023-04-12,2819.86,Investment,199.82,192.03
TRANS00673,CUST0792,2023-06-09,1910.43,Personal loan,88.67,497.77
TRANS00674,CUST0832,2023-01-28,7666.2,Personal loan,76.83,219.26
TRANS00675,CUST0771,2023-04-20,5160.22,Insurance,167.36,120.96
TRANS00676,CUST0895,2023-08-11,4039.01,Insurance,90.91,63.58
TRANS00677,CUST0136,2023-06-23,7526.68,Mortgage,195.07,263.32
TRANS00678,CUST0656,2023-04-14,1369.63,Personal loan,73.81,249.43
TRANS00679,CUST0693,2023-05-03,5304.78,Investment,186.01,264.19
TRANS00680,CUST0146,2023-08-20,4289.44,Investment,97.18,473.55
TRANS00681,CUST0070,2023-07-08,9402.58,Personal loan,80.89,27.75
TRANS00682,CUST0543,2023-09-08,422.37,Insurance,115.02,202.41
TRANS00683,CUST0576,2023-08-16,3538.16,Mortgage,40.9,221.61
TRANS00684,CUST0008,2023-03-23,8617.96,Personal loan,92.82,481.55
TRANS00685,CUST0624,2023-02-10,7781.45,Personal loan,64.16,68.03
TRANS00686,CUST0665,2023-07-23,4626.24,Insurance,135.33,192.99
TRANS00687,CUST0168,2023-03-26,1291.64,Personal loan,139.25,168.79
TRANS00688,CUST0450,2023-08-16,5230.23,Mortgage,130.48,51.35
TRANS00689,CUST0359,2023-08-10,3224.95,Investment,143.4,474.05
TRANS00690,CUST0739,2023-09-21,183.34,Investment,188.2,332.96
TRANS00691,CUST0218,2023-07-08,6773.62,Mortgage,182.12,130.09
TRANS00692,CUST0643,2023-08-12,3856.34,Investment,28.85,356.58
TRANS00693,CUST0766,2023-07-30,1097.4,Personal loan,26.65,332.21
TRANS00694,CUST0155,2023-04-18,3679.86,Mortgage,169.07,408.88
TRANS00695,CUST0941,2023-08-21,8632.24,Insurance,27.03,440.45
TRANS00696,CUST0421,2023-01-31,1952.81,Insurance,13.12,27.61
TRANS00697,CUST0630,2023-04-11,2702.21,Insurance,187.17,482.83
TRANS00698,CUST0703,2023-08-21,2767.14,Insurance,29.7,370.22
TRANS00699,CUST0453,2023-07-16,9589.42,Personal loan,152.49,450.72
TRANS00700,CUST0880,2023-06-15,3496.65,Personal loan,128.53,41.78
TRANS00701,CUST0222,2023-01-14,1920.75,Insurance,113.5,426.76
TRANS00702,CUST0088,2023-08-17,4297.03,Personal loan,130.37,105.13
TRANS00703,CUST0918,2023-08-29,4249.02,Mortgage,105.64,24.45
TRANS00704,CUST0102,2023-05-03,7546.74,Mortgage,163.12,268.94
TRANS00705,CUST0143,2023-05-02,3714.27,Mortgage,136.86,87.31
TRANS00706,CUST0770,2023-01-06,4065.87,Insurance,171.82,245.51
TRANS00707,CUST0126,2023-04-20,4562.22,Insurance,50.26,38.72
TRANS00708,CUST0603,2023-08-20,5756.96,Insurance,157.61,306.18
TRANS00709,CUST0747,2023-09-15,9794.8,Personal loan,114.8,120.72
TRANS00710,CUST0393,2023-03-22,6891.52,Investment,31.76,375.13
TRANS00711,CUST0359,2023-02-25,8160.49,Investment,172.71,160.68
TRANS00712,CUST0986,2023-06-11,7236.07,Personal loan,190.6,316.43
TRANS00713,CUST0439,2023-06-19,8060.47,Insurance,76.62,415.16
TRANS00714,CUST0322,2023-04-26,5597.87,Insurance,160.81,221.23
TRANS00715,CUST0810,2023-03-26,8577.46,Personal loan,98.15,103.83
TRANS00716,CUST0143,2023-02-19,2041.03,Mortgage,182.52,268.93
TRANS00717,CUST0253,2023-02-21,8020.37,Mortgage,132.52,92.66
TRANS00718,CUST0283,2023-03-28,7411.57,Personal loan,159.08,408.52
TRANS00719,CUST0660,2023-08-18,4782.57,Personal loan,85.2,340.96
TRANS00720,CUST0086,2023-04-10,196.45,Mortgage,188.53,195.23
TRANS00721,CUST0254,2023-05-28,4273.05,Mortgage,158.62,463.98
TRANS00722,CUST0566,2023-02-09,1431.27,Investment,106.44,397.55
TRANS00723,CUST0615,2023-02-20,8943.38,Investment,60.85,34.39
TRANS00724,CUST0614,2023-02-09,6343.45,Investment,135.15,117.96
TRANS00725,CUST0738,2023-03-02,5386.43,Insurance,68.41,213.75
TRANS00726,CUST0622,2023-08-01,3225.7,Mortgage,181.51,199.13
TRANS00727,CUST0291,2023-08-16,4917.54,Insurance,182.77,423.88
